Date,R_SOFR
1/4/2019,2.45
1/3/2019,2.7
1/2/2019,3.15
12/31/2018,3
12/28/2018,2.46
12/27/2018,2.44
12/26/2018,2.44
12/24/2018,2.41
12/21/2018,2.4
12/20/2018,2.41
12/19/2018,2.3
12/18/2018,2.32
12/17/2018,2.31
12/14/2018,2.21
12/13/2018,2.21
12/12/2018,2.2
12/11/2018,2.19
12/10/2018,2.22
12/7/2018,2.3
12/6/2018,2.34
12/4/2018,2.27
12/3/2018,2.23
11/30/2018,2.28
11/29/2018,2.24
11/28/2018,2.19
11/27/2018,2.19
11/26/2018,2.2
11/23/2018,2.23
11/21/2018,2.18
11/20/2018,2.2
11/19/2018,2.24
11/16/2018,2.26
11/15/2018,2.28
11/14/2018,2.2
11/13/2018,2.2
11/9/2018,2.2
11/8/2018,2.21
11/7/2018,2.18
11/6/2018,2.22
11/5/2018,2.24
11/2/2018,2.25
11/1/2018,2.22
10/31/2018,2.22
10/30/2018,2.18
10/29/2018,2.18
10/26/2018,2.19
10/25/2018,2.19
10/24/2018,2.18
10/23/2018,2.17
10/22/2018,2.18
10/19/2018,2.19
10/18/2018,2.19
10/17/2018,2.18
10/16/2018,2.18
10/15/2018,2.21
10/12/2018,2.18
10/11/2018,2.17
10/10/2018,2.15
10/9/2018,2.15
10/5/2018,2.16
10/4/2018,2.18
10/3/2018,2.2
10/2/2018,2.2
10/1/2018,2.22
9/28/2018,2.25
9/27/2018,2.16
9/26/2018,1.92
9/25/2018,1.93
9/24/2018,1.95
9/21/2018,1.92
9/20/2018,1.92
9/19/2018,1.92
9/18/2018,1.94
9/17/2018,2
9/14/2018,1.95
9/13/2018,1.94
9/12/2018,1.94
9/11/2018,1.94
9/10/2018,1.94
9/7/2018,1.94
9/6/2018,1.94
9/5/2018,1.95
9/4/2018,1.95
8/31/2018,1.97
8/30/2018,1.93
8/29/2018,1.93
8/28/2018,1.95
8/27/2018,1.95
8/24/2018,1.95
8/23/2018,1.94
8/22/2018,1.9
8/21/2018,1.9
8/20/2018,1.9
8/17/2018,1.9
8/16/2018,1.99
8/15/2018,1.98
8/14/2018,1.93
8/13/2018,1.91
8/10/2018,1.9
8/9/2018,1.91
8/8/2018,1.88
8/7/2018,1.87
8/6/2018,1.86
8/3/2018,1.86
8/2/2018,1.91
8/1/2018,1.88
7/31/2018,1.93
7/30/2018,1.88
7/27/2018,1.88
7/26/2018,1.9
7/25/2018,1.87
7/24/2018,1.9
7/23/2018,1.87
7/20/2018,1.88
7/19/2018,1.9
7/18/2018,1.9
7/17/2018,1.92
7/16/2018,1.95
7/13/2018,1.9
7/12/2018,1.9
7/11/2018,1.89
7/10/2018,1.89
7/9/2018,1.89
7/6/2018,1.93
7/5/2018,1.97
7/3/2018,2
7/2/2018,2.04
6/29/2018,2.12
6/28/2018,1.93
6/27/2018,1.9
6/26/2018,1.9
6/25/2018,1.91
6/22/2018,1.92
6/21/2018,1.87
6/20/2018,1.87
6/19/2018,1.88
6/18/2018,1.9
6/15/2018,1.91
6/14/2018,1.9
6/13/2018,1.71
6/12/2018,1.67
6/11/2018,1.69
6/8/2018,1.69
6/7/2018,1.71
6/6/2018,1.73
6/5/2018,1.75
6/4/2018,1.8
6/1/2018,1.81
5/31/2018,1.81
5/30/2018,1.72
5/29/2018,1.72
5/25/2018,1.73
5/24/2018,1.74
5/23/2018,1.67
5/22/2018,1.65
5/21/2018,1.69
5/18/2018,1.73
5/17/2018,1.74
5/16/2018,1.75
5/15/2018,1.79
5/14/2018,1.75
5/11/2018,1.73
5/10/2018,1.73
5/9/2018,1.72
5/8/2018,1.72
5/7/2018,1.71
5/4/2018,1.72
5/3/2018,1.74
5/2/2018,1.75
5/1/2018,1.76
4/30/2018,1.77
4/27/2018,1.72
4/26/2018,1.72
4/25/2018,1.71
4/24/2018,1.71
4/23/2018,1.7
4/20/2018,1.72
4/19/2018,1.73
4/18/2018,1.75
4/17/2018,1.76
4/16/2018,1.77
4/13/2018,1.72
4/12/2018,1.73
4/11/2018,1.76
4/10/2018,1.75
4/9/2018,1.75
4/6/2018,1.75
4/5/2018,1.75
4/4/2018,1.74
4/3/2018,1.83
4/2/2018,1.8
